"","Direccion","Separacion","n","nYes","nNo","p","Observadores","Condicion","Grupo","Fijacion"
"408","90",5,12,9,3,0.75,"mcm","pre","hk","NA"
"409","90",8,12,9,3,0.75,"mcm","pre","hk","NA"
"410","90",11,12,5,7,0.416666666666667,"mcm","pre","hk","NA"
"411","90",14,12,6,6,0.5,"mcm","pre","hk","NA"
"412","90",17,12,6,6,0.5,"mcm","pre","hk","NA"
"413","90",20,11,8,3,0.727272727272727,"mcm","pre","hk","NA"
"414","135",3,12,6,6,0.5,"mcm","pre","hk","NA"
"415","135",5,12,7,5,0.583333333333333,"mcm","pre","hk","NA"
"416","135",8,12,10,2,0.833333333333333,"mcm","pre","hk","NA"
"417","135",11,12,9,3,0.75,"mcm","pre","hk","NA"
"418","135",14,12,8,4,0.666666666666667,"mcm","pre","hk","NA"
"419","135",17,12,5,7,0.416666666666667,"mcm","pre","hk","NA"
"420","135",20,12,8,4,0.666666666666667,"mcm","pre","hk","NA"
"421","0",3,9,5,4,0.555555555555556,"aaf","pos","cl","NA"
"422","0",5,7,4,3,0.571428571428571,"aaf","pos","cl","NA"
"423","0",8,13,9,4,0.692307692307692,"aaf","pos","cl","NA"
"424","0",11,9,2,7,0.222222222222222,"aaf","pos","cl","NA"
"425","0",14,15,8,7,0.533333333333333,"aaf","pos","cl","NA"
"426","0",17,14,3,11,0.214285714285714,"aaf","pos","cl","NA"
"427","0",20,17,3,14,0.176470588235294,"aaf","pos","cl","NA"
"428","135",3,14,5,9,0.357142857142857,"aaf","pos","cl","NA"
"429","135",5,11,5,6,0.454545454545455,"aaf","pos","cl","NA"
"430","135",8,12,8,4,0.666666666666667,"aaf","pos","cl","NA"
"431","135",11,16,10,6,0.625,"aaf","pos","cl","NA"
"432","135",14,10,6,4,0.6,"aaf","pos","cl","NA"
"433","135",17,11,4,7,0.363636363636364,"aaf","pos","cl","NA"
"434","135",20,10,5,5,0.5,"aaf","pos","cl","NA"
"435","45",3,13,8,5,0.615384615384615,"aaf","pos","cl","NA"
"436","45",5,16,8,8,0.5,"aaf","pos","cl","NA"
"437","45",8,14,5,9,0.357142857142857,"aaf","pos","cl","NA"
"438","45",11,8,4,4,0.5,"aaf","pos","cl","NA"
"439","45",14,14,8,6,0.571428571428571,"aaf","pos","cl","NA"
"440","45",17,12,1,11,0.0833333333333333,"aaf","pos","cl","NA"
"441","45",20,7,6,1,0.857142857142857,"aaf","pos","cl","NA"
"442","90",3,12,7,5,0.583333333333333,"aaf","pos","cl","NA"
"443","90",5,14,5,9,0.357142857142857,"aaf","pos","cl","NA"
"444","90",8,9,8,1,0.888888888888889,"aaf","pos","cl","NA"
"445","90",11,15,5,10,0.333333333333333,"aaf","pos","cl","NA"
"446","90",14,9,4,5,0.444444444444444,"aaf","pos","cl","NA"
"447","90",17,11,6,5,0.545454545454545,"aaf","pos","cl","NA"
"448","90",20,13,9,4,0.692307692307692,"aaf","pos","cl","NA"
"449","0",3,9,6,3,0.666666666666667,"afb","pos","rt","NA"
"450","0",5,7,5,2,0.714285714285714,"afb","pos","rt","NA"
"451","0",8,13,8,5,0.615384615384615,"afb","pos","rt","NA"
"452","0",11,9,5,4,0.555555555555556,"afb","pos","rt","NA"
"453","0",14,15,7,8,0.466666666666667,"afb","pos","rt","NA"
"454","0",17,14,8,6,0.571428571428571,"afb","pos","rt","NA"
"455","0",20,17,9,8,0.529411764705882,"afb","pos","rt","NA"
"456","135",3,14,12,2,0.857142857142857,"afb","pos","rt","NA"
"457","135",5,11,10,1,0.909090909090909,"afb","pos","rt","NA"
"458","135",8,12,7,5,0.583333333333333,"afb","pos","rt","NA"
"459","135",11,16,11,5,0.6875,"afb","pos","rt","NA"
"460","135",14,10,8,2,0.8,"afb","pos","rt","NA"
"461","135",17,11,6,5,0.545454545454545,"afb","pos","rt","NA"
"462","135",20,10,3,7,0.3,"afb","pos","rt","NA"
"463","45",3,13,10,3,0.769230769230769,"afb","pos","rt","NA"
"464","45",5,16,13,3,0.8125,"afb","pos","rt","NA"
"465","45",8,14,9,5,0.642857142857143,"afb","pos","rt","NA"
"466","45",11,8,4,4,0.5,"afb","pos","rt","NA"
"467","45",14,14,5,9,0.357142857142857,"afb","pos","rt","NA"
"468","45",17,12,10,2,0.833333333333333,"afb","pos","rt","NA"
"469","45",20,7,4,3,0.571428571428571,"afb","pos","rt","NA"
"470","90",3,12,7,5,0.583333333333333,"afb","pos","rt","NA"
"471","90",5,14,8,6,0.571428571428571,"afb","pos","rt","NA"
"472","90",8,9,2,7,0.222222222222222,"afb","pos","rt","NA"
"473","90",11,15,7,8,0.466666666666667,"afb","pos","rt","NA"
"474","90",14,9,2,7,0.222222222222222,"afb","pos","rt","NA"
"475","90",17,11,2,9,0.181818181818182,"afb","pos","rt","NA"
"476","90",20,13,7,6,0.538461538461538,"afb","pos","rt","NA"
"477","0",3,9,6,3,0.666666666666667,"agm","pos","cl","NA"
"478","0",5,7,6,1,0.857142857142857,"agm","pos","cl","NA"
"479","0",8,13,9,4,0.692307692307692,"agm","pos","cl","NA"
"480","0",11,9,6,3,0.666666666666667,"agm","pos","cl","NA"
"481","0",14,15,5,10,0.333333333333333,"agm","pos","cl","NA"
"482","0",17,14,8,6,0.571428571428571,"agm","pos","cl","NA"
"483","0",20,17,8,9,0.470588235294118,"agm","pos","cl","NA"
"484","135",3,14,8,6,0.571428571428571,"agm","pos","cl","NA"
"485","135",5,11,6,5,0.545454545454545,"agm","pos","cl","NA"
"486","135",8,12,7,5,0.583333333333333,"agm","pos","cl","NA"
"487","135",11,16,12,4,0.75,"agm","pos","cl","NA"
"488","135",14,10,4,6,0.4,"agm","pos","cl","NA"
"489","135",17,11,6,5,0.545454545454545,"agm","pos","cl","NA"
"490","135",20,10,6,4,0.6,"agm","pos","cl","NA"
"491","45",3,13,12,1,0.923076923076923,"agm","pos","cl","NA"
"492","45",5,16,11,5,0.6875,"agm","pos","cl","NA"
"493","45",8,14,10,4,0.714285714285714,"agm","pos","cl","NA"
"494","45",11,8,6,2,0.75,"agm","pos","cl","NA"
"495","45",14,14,9,5,0.642857142857143,"agm","pos","cl","NA"
"496","45",17,12,6,6,0.5,"agm","pos","cl","NA"
"497","45",20,7,3,4,0.428571428571429,"agm","pos","cl","NA"
"498","90",3,12,7,5,0.583333333333333,"agm","pos","cl","NA"
"499","90",5,14,11,3,0.785714285714286,"agm","pos","cl","NA"
"500","90",8,9,5,4,0.555555555555556,"agm","pos","cl","NA"
"501","90",11,15,9,6,0.6,"agm","pos","cl","NA"
"502","90",14,9,8,1,0.888888888888889,"agm","pos","cl","NA"
"503","90",17,11,3,8,0.272727272727273,"agm","pos","cl","NA"
"504","90",20,13,6,7,0.461538461538462,"agm","pos","cl","NA"
"505","0",3,9,5,4,0.555555555555556,"cic","pos","rt","NA"
"506","0",5,7,6,1,0.857142857142857,"cic","pos","rt","NA"
"507","0",8,13,10,3,0.769230769230769,"cic","pos","rt","NA"
"508","0",11,9,2,7,0.222222222222222,"cic","pos","rt","NA"
"509","0",14,15,8,7,0.533333333333333,"cic","pos","rt","NA"
"510","0",17,14,8,6,0.571428571428571,"cic","pos","rt","NA"
"511","0",20,17,8,9,0.470588235294118,"cic","pos","rt","NA"
"512","135",3,14,6,8,0.428571428571429,"cic","pos","rt","NA"
"513","135",5,11,9,2,0.818181818181818,"cic","pos","rt","NA"
"514","135",8,12,6,6,0.5,"cic","pos","rt","NA"
"515","135",11,16,11,5,0.6875,"cic","pos","rt","NA"
"516","135",14,10,5,5,0.5,"cic","pos","rt","NA"
"517","135",17,11,4,7,0.363636363636364,"cic","pos","rt","NA"
"518","135",20,10,8,2,0.8,"cic","pos","rt","NA"
"519","45",3,13,8,5,0.615384615384615,"cic","pos","rt","NA"
"520","45",5,16,10,6,0.625,"cic","pos","rt","NA"
"521","45",8,14,5,9,0.357142857142857,"cic","pos","rt","NA"
"522","45",11,8,5,3,0.625,"cic","pos","rt","NA"
"523","45",14,14,7,7,0.5,"cic","pos","rt","NA"
"524","45",17,12,6,6,0.5,"cic","pos","rt","NA"
"525","45",20,7,2,5,0.285714285714286,"cic","pos","rt","NA"
"526","90",3,12,8,4,0.666666666666667,"cic","pos","rt","NA"
"527","90",5,14,7,7,0.5,"cic","pos","rt","NA"
"528","90",8,9,6,3,0.666666666666667,"cic","pos","rt","NA"
"529","90",11,15,7,8,0.466666666666667,"cic","pos","rt","NA"
"530","90",14,9,6,3,0.666666666666667,"cic","pos","rt","NA"
"531","90",17,11,3,8,0.272727272727273,"cic","pos","rt","NA"
"532","90",20,13,5,8,0.384615384615385,"cic","pos","rt","NA"
"533","0",3,9,7,2,0.777777777777778,"jjr","pos","lt","NA"
"534","0",5,7,5,2,0.714285714285714,"jjr","pos","lt","NA"
"535","0",8,13,12,1,0.923076923076923,"jjr","pos","lt","NA"
"536","0",11,9,6,3,0.666666666666667,"jjr","pos","lt","NA"
"537","0",14,15,9,6,0.6,"jjr","pos","lt","NA"
"538","0",17,14,7,7,0.5,"jjr","pos","lt","NA"
"539","0",20,17,8,9,0.470588235294118,"jjr","pos","lt","NA"
"540","135",3,14,12,2,0.857142857142857,"jjr","pos","lt","NA"
"541","135",5,11,8,3,0.727272727272727,"jjr","pos","lt","NA"
"542","135",8,12,5,7,0.416666666666667,"jjr","pos","lt","NA"
"543","135",11,16,5,11,0.3125,"jjr","pos","lt","NA"
"544","135",14,10,4,6,0.4,"jjr","pos","lt","NA"
"545","135",17,11,8,3,0.727272727272727,"jjr","pos","lt","NA"
"546","135",20,10,4,6,0.4,"jjr","pos","lt","NA"
"547","45",3,13,9,4,0.692307692307692,"jjr","pos","lt","NA"
"548","45",5,16,13,3,0.8125,"jjr","pos","lt","NA"
"549","45",8,14,8,6,0.571428571428571,"jjr","pos","lt","NA"
"550","45",11,8,3,5,0.375,"jjr","pos","lt","NA"
"551","45",14,14,9,5,0.642857142857143,"jjr","pos","lt","NA"
"552","45",17,12,4,8,0.333333333333333,"jjr","pos","lt","NA"
"553","45",20,7,3,4,0.428571428571429,"jjr","pos","lt","NA"
"554","90",3,12,8,4,0.666666666666667,"jjr","pos","lt","NA"
"555","90",5,14,9,5,0.642857142857143,"jjr","pos","lt","NA"
"556","90",8,9,5,4,0.555555555555556,"jjr","pos","lt","NA"
"557","90",11,15,9,6,0.6,"jjr","pos","lt","NA"
"558","90",14,9,6,3,0.666666666666667,"jjr","pos","lt","NA"
"559","90",17,11,3,8,0.272727272727273,"jjr","pos","lt","NA"
"560","90",20,13,8,5,0.615384615384615,"jjr","pos","lt","NA"
"561","0",3,9,7,2,0.777777777777778,"lrc","pos","cl","NA"
"562","0",5,7,5,2,0.714285714285714,"lrc","pos","cl","NA"
"563","0",8,13,9,4,0.692307692307692,"lrc","pos","cl","NA"
"564","0",11,9,4,5,0.444444444444444,"lrc","pos","cl","NA"
"565","0",14,15,7,8,0.466666666666667,"lrc","pos","cl","NA"
"566","0",17,14,3,11,0.214285714285714,"lrc","pos","cl","NA"
"567","0",20,17,8,9,0.470588235294118,"lrc","pos","cl","NA"
"568","135",3,14,10,4,0.714285714285714,"lrc","pos","cl","NA"
"569","135",5,11,8,3,0.727272727272727,"lrc","pos","cl","NA"
"570","135",8,12,8,4,0.666666666666667,"lrc","pos","cl","NA"
"571","135",11,16,8,8,0.5,"lrc","pos","cl","NA"
"572","135",14,10,4,6,0.4,"lrc","pos","cl","NA"
"573","135",17,11,6,5,0.545454545454545,"lrc","pos","cl","NA"
"574","135",20,10,5,5,0.5,"lrc","pos","cl","NA"
"575","45",3,13,7,6,0.538461538461538,"lrc","pos","cl","NA"
"576","45",5,16,11,5,0.6875,"lrc","pos","cl","NA"
"577","45",8,14,9,5,0.642857142857143,"lrc","pos","cl","NA"
"578","45",11,8,5,3,0.625,"lrc","pos","cl","NA"
"579","45",14,14,7,7,0.5,"lrc","pos","cl","NA"
"580","45",17,12,3,9,0.25,"lrc","pos","cl","NA"
"581","45",20,7,2,5,0.285714285714286,"lrc","pos","cl","NA"
"582","90",3,12,11,1,0.916666666666667,"lrc","pos","cl","NA"
"583","90",5,14,11,3,0.785714285714286,"lrc","pos","cl","NA"
"584","90",8,9,5,4,0.555555555555556,"lrc","pos","cl","NA"
"585","90",11,15,12,3,0.8,"lrc","pos","cl","NA"
"586","90",14,9,5,4,0.555555555555556,"lrc","pos","cl","NA"
"587","90",17,11,5,6,0.454545454545455,"lrc","pos","cl","NA"
"588","90",20,13,9,4,0.692307692307692,"lrc","pos","cl","NA"
"589","0",3,9,5,4,0.555555555555556,"mab","pos","lt","NA"
"590","0",5,7,5,2,0.714285714285714,"mab","pos","lt","NA"
"591","0",8,13,13,0,1,"mab","pos","lt","NA"
"592","0",11,9,5,4,0.555555555555556,"mab","pos","lt","NA"
"593","0",14,15,10,5,0.666666666666667,"mab","pos","lt","NA"
"594","0",17,14,5,9,0.357142857142857,"mab","pos","lt","NA"
"595","0",20,17,9,8,0.529411764705882,"mab","pos","lt","NA"
"596","135",3,14,11,3,0.785714285714286,"mab","pos","lt","NA"
"597","135",5,11,11,0,1,"mab","pos","lt","NA"
"598","135",8,12,9,3,0.75,"mab","pos","lt","NA"
"599","135",11,16,12,4,0.75,"mab","pos","lt","NA"
"600","135",14,10,8,2,0.8,"mab","pos","lt","NA"
"601","135",17,11,4,7,0.363636363636364,"mab","pos","lt","NA"
"602","135",20,10,10,0,1,"mab","pos","lt","NA"
"603","45",3,13,11,2,0.846153846153846,"mab","pos","lt","NA"
"604","45",5,16,11,5,0.6875,"mab","pos","lt","NA"
"605","45",8,14,13,1,0.928571428571429,"mab","pos","lt","NA"
"606","45",11,8,7,1,0.875,"mab","pos","lt","NA"
"607","45",14,14,9,5,0.642857142857143,"mab","pos","lt","NA"
"608","45",17,12,10,2,0.833333333333333,"mab","pos","lt","NA"
"609","45",20,7,4,3,0.571428571428571,"mab","pos","lt","NA"
"610","90",3,12,11,1,0.916666666666667,"mab","pos","lt","NA"
"611","90",5,14,12,2,0.857142857142857,"mab","pos","lt","NA"
"612","90",8,9,7,2,0.777777777777778,"mab","pos","lt","NA"
"613","90",11,15,14,1,0.933333333333333,"mab","pos","lt","NA"
"614","90",14,9,6,3,0.666666666666667,"mab","pos","lt","NA"
"615","90",17,11,8,3,0.727272727272727,"mab","pos","lt","NA"
"616","90",20,13,8,5,0.615384615384615,"mab","pos","lt","NA"
"617","0",3,9,7,2,0.777777777777778,"mdn","pos","lt","NA"
"618","0",5,7,4,3,0.571428571428571,"mdn","pos","lt","NA"
"619","0",8,13,11,2,0.846153846153846,"mdn","pos","lt","NA"
"620","0",11,9,6,3,0.666666666666667,"mdn","pos","lt","NA"
"621","0",14,15,9,6,0.6,"mdn","pos","lt","NA"
"622","0",17,14,8,6,0.571428571428571,"mdn","pos","lt","NA"
"623","0",20,17,4,13,0.235294117647059,"mdn","pos","lt","NA"
"624","135",3,14,10,4,0.714285714285714,"mdn","pos","lt","NA"
"625","135",5,11,9,2,0.818181818181818,"mdn","pos","lt","NA"
"626","135",8,12,7,5,0.583333333333333,"mdn","pos","lt","NA"
"627","135",11,16,10,6,0.625,"mdn","pos","lt","NA"
"628","135",14,10,4,6,0.4,"mdn","pos","lt","NA"
"629","135",17,11,6,5,0.545454545454545,"mdn","pos","lt","NA"
"630","135",20,10,5,5,0.5,"mdn","pos","lt","NA"
"631","45",3,13,12,1,0.923076923076923,"mdn","pos","lt","NA"
"632","45",5,16,7,9,0.4375,"mdn","pos","lt","NA"
"633","45",8,14,7,7,0.5,"mdn","pos","lt","NA"
"634","45",11,8,4,4,0.5,"mdn","pos","lt","NA"
"635","45",14,14,8,6,0.571428571428571,"mdn","pos","lt","NA"
"636","45",17,12,5,7,0.416666666666667,"mdn","pos","lt","NA"
"637","45",20,7,1,6,0.142857142857143,"mdn","pos","lt","NA"
"638","90",3,12,7,5,0.583333333333333,"mdn","pos","lt","NA"
"639","90",5,14,12,2,0.857142857142857,"mdn","pos","lt","NA"
"640","90",8,9,4,5,0.444444444444444,"mdn","pos","lt","NA"
"641","90",11,15,7,8,0.466666666666667,"mdn","pos","lt","NA"
"642","90",14,9,6,3,0.666666666666667,"mdn","pos","lt","NA"
"643","90",17,11,4,7,0.363636363636364,"mdn","pos","lt","NA"
"644","90",20,13,6,7,0.461538461538462,"mdn","pos","lt","NA"
"645","0",3,9,9,0,1,"msz","pos","rt","NA"
"646","0",5,7,4,3,0.571428571428571,"msz","pos","rt","NA"
"647","0",8,13,7,6,0.538461538461538,"msz","pos","rt","NA"
"648","0",11,9,2,7,0.222222222222222,"msz","pos","rt","NA"
"649","0",14,15,9,6,0.6,"msz","pos","rt","NA"
"650","0",17,14,7,7,0.5,"msz","pos","rt","NA"
"651","0",20,17,10,7,0.588235294117647,"msz","pos","rt","NA"
"652","135",3,14,13,1,0.928571428571429,"msz","pos","rt","NA"
"653","135",5,11,5,6,0.454545454545455,"msz","pos","rt","NA"
"654","135",8,12,5,7,0.416666666666667,"msz","pos","rt","NA"
"655","135",11,16,8,8,0.5,"msz","pos","rt","NA"
"656","135",14,10,7,3,0.7,"msz","pos","rt","NA"
"657","135",17,11,6,5,0.545454545454545,"msz","pos","rt","NA"
"658","135",20,10,5,5,0.5,"msz","pos","rt","NA"
"659","45",3,13,13,0,1,"msz","pos","rt","NA"
"660","45",5,16,11,5,0.6875,"msz","pos","rt","NA"
"661","45",8,14,7,7,0.5,"msz","pos","rt","NA"
"662","45",11,8,4,4,0.5,"msz","pos","rt","NA"
"663","45",14,14,8,6,0.571428571428571,"msz","pos","rt","NA"
"664","45",17,12,5,7,0.416666666666667,"msz","pos","rt","NA"
"665","45",20,7,3,4,0.428571428571429,"msz","pos","rt","NA"
"666","90",3,12,11,1,0.916666666666667,"msz","pos","rt","NA"
"667","90",5,14,10,4,0.714285714285714,"msz","pos","rt","NA"
"668","90",8,9,5,4,0.555555555555556,"msz","pos","rt","NA"
"669","90",11,15,9,6,0.6,"msz","pos","rt","NA"
"670","90",14,9,5,4,0.555555555555556,"msz","pos","rt","NA"
"671","90",17,11,4,7,0.363636363636364,"msz","pos","rt","NA"
"672","90",20,13,9,4,0.692307692307692,"msz","pos","rt","NA"
"673","0",3,9,8,1,0.888888888888889,"nga","pos","rt","NA"
"674","0",5,7,4,3,0.571428571428571,"nga","pos","rt","NA"
"675","0",8,13,8,5,0.615384615384615,"nga","pos","rt","NA"
"676","0",11,9,2,7,0.222222222222222,"nga","pos","rt","NA"
"677","0",14,15,6,9,0.4,"nga","pos","rt","NA"
"678","0",17,14,5,9,0.357142857142857,"nga","pos","rt","NA"
"679","0",20,17,9,8,0.529411764705882,"nga","pos","rt","NA"
"680","135",3,14,9,5,0.642857142857143,"nga","pos","rt","NA"
"681","135",5,11,5,6,0.454545454545455,"nga","pos","rt","NA"
"682","135",8,12,5,7,0.416666666666667,"nga","pos","rt","NA"
"683","135",11,16,8,8,0.5,"nga","pos","rt","NA"
"684","135",14,10,5,5,0.5,"nga","pos","rt","NA"
"685","135",17,11,1,10,0.0909090909090909,"nga","pos","rt","NA"
"686","135",20,10,5,5,0.5,"nga","pos","rt","NA"
"687","45",3,13,9,4,0.692307692307692,"nga","pos","rt","NA"
"688","45",5,16,9,7,0.5625,"nga","pos","rt","NA"
"689","45",8,14,10,4,0.714285714285714,"nga","pos","rt","NA"
"690","45",11,8,3,5,0.375,"nga","pos","rt","NA"
"691","45",14,14,9,5,0.642857142857143,"nga","pos","rt","NA"
"692","45",17,12,3,9,0.25,"nga","pos","rt","NA"
"693","45",20,7,3,4,0.428571428571429,"nga","pos","rt","NA"
"694","90",3,12,8,4,0.666666666666667,"nga","pos","rt","NA"
"695","90",5,14,8,6,0.571428571428571,"nga","pos","rt","NA"
"696","90",8,9,4,5,0.444444444444444,"nga","pos","rt","NA"
"697","90",11,15,5,10,0.333333333333333,"nga","pos","rt","NA"
"698","90",14,9,6,3,0.666666666666667,"nga","pos","rt","NA"
"699","90",17,11,5,6,0.454545454545455,"nga","pos","rt","NA"
"700","90",20,13,10,3,0.769230769230769,"nga","pos","rt","NA"
"701","0",3,9,7,2,0.777777777777778,"pab","pos","cl","NA"
"702","0",5,7,7,0,1,"pab","pos","cl","NA"
"703","0",8,13,11,2,0.846153846153846,"pab","pos","cl","NA"
"704","0",11,9,7,2,0.777777777777778,"pab","pos","cl","NA"
"705","0",14,15,10,5,0.666666666666667,"pab","pos","cl","NA"
"706","0",17,14,7,7,0.5,"pab","pos","cl","NA"
"707","0",20,17,10,7,0.588235294117647,"pab","pos","cl","NA"
"708","135",3,14,13,1,0.928571428571429,"pab","pos","cl","NA"
"709","135",5,11,11,0,1,"pab","pos","cl","NA"
"710","135",8,12,12,0,1,"pab","pos","cl","NA"
"711","135",11,16,10,6,0.625,"pab","pos","cl","NA"
"712","135",14,10,3,7,0.3,"pab","pos","cl","NA"
"713","135",17,11,3,8,0.272727272727273,"pab","pos","cl","NA"
"714","135",20,10,3,7,0.3,"pab","pos","cl","NA"
"715","45",3,13,12,1,0.923076923076923,"pab","pos","cl","NA"
"716","45",5,16,15,1,0.9375,"pab","pos","cl","NA"
"717","45",8,14,11,3,0.785714285714286,"pab","pos","cl","NA"
"718","45",11,8,7,1,0.875,"pab","pos","cl","NA"
"719","45",14,14,7,7,0.5,"pab","pos","cl","NA"
"720","45",17,12,8,4,0.666666666666667,"pab","pos","cl","NA"
"721","45",20,7,4,3,0.571428571428571,"pab","pos","cl","NA"
"722","90",3,12,10,2,0.833333333333333,"pab","pos","cl","NA"
"723","90",5,14,14,0,1,"pab","pos","cl","NA"
"724","90",8,9,8,1,0.888888888888889,"pab","pos","cl","NA"
"725","90",11,15,7,8,0.466666666666667,"pab","pos","cl","NA"
"726","90",14,9,6,3,0.666666666666667,"pab","pos","cl","NA"
"727","90",17,11,8,3,0.727272727272727,"pab","pos","cl","NA"
"728","90",20,13,8,5,0.615384615384615,"pab","pos","cl","NA"
"729","0",3,12,12,0,1,"at-","pos","hk","NA"
"730","0",5,12,11,1,0.916666666666667,"at-","pos","hk","NA"
"731","0",8,12,12,0,1,"at-","pos","hk","NA"
"732","0",11,12,10,2,0.833333333333333,"at-","pos","hk","NA"
"733","0",14,12,6,6,0.5,"at-","pos","hk","NA"
"734","0",17,12,9,3,0.75,"at-","pos","hk","NA"
"735","0",20,12,7,5,0.583333333333333,"at-","pos","hk","NA"
"736","45",3,12,12,0,1,"at-","pos","hk","NA"
"737","45",5,12,9,3,0.75,"at-","pos","hk","NA"
"738","45",8,12,8,4,0.666666666666667,"at-","pos","hk","NA"
"739","45",11,11,10,1,0.909090909090909,"at-","pos","hk","NA"
"740","45",14,12,8,4,0.666666666666667,"at-","pos","hk","NA"
"741","45",17,12,7,5,0.583333333333333,"at-","pos","hk","NA"
"742","45",20,12,6,6,0.5,"at-","pos","hk","NA"
"743","90",3,12,10,2,0.833333333333333,"at-","pos","hk","NA"
"744","90",5,12,11,1,0.916666666666667,"at-","pos","hk","NA"
"745","90",8,12,10,2,0.833333333333333,"at-","pos","hk","NA"
"746","90",11,12,8,4,0.666666666666667,"at-","pos","hk","NA"
"747","90",14,12,9,3,0.75,"at-","pos","hk","NA"
"748","90",17,12,8,4,0.666666666666667,"at-","pos","hk","NA"
"749","90",20,12,7,5,0.583333333333333,"at-","pos","hk","NA"
"750","135",3,12,11,1,0.916666666666667,"at-","pos","hk","NA"
"751","135",5,12,9,3,0.75,"at-","pos","hk","NA"
"752","135",8,12,9,3,0.75,"at-","pos","hk","NA"
"753","135",11,12,7,5,0.583333333333333,"at-","pos","hk","NA"
"754","135",14,12,7,5,0.583333333333333,"at-","pos","hk","NA"
"755","135",17,12,8,4,0.666666666666667,"at-","pos","hk","NA"
"756","135",20,12,5,7,0.416666666666667,"at-","pos","hk","NA"
"757","0",3,12,11,1,0.916666666666667,"lfa","pos","hk","NA"
"758","0",5,12,11,1,0.916666666666667,"lfa","pos","hk","NA"
"759","0",8,12,10,2,0.833333333333333,"lfa","pos","hk","NA"
"760","0",11,12,9,3,0.75,"lfa","pos","hk","NA"
"761","0",14,12,6,6,0.5,"lfa","pos","hk","NA"
"762","0",17,12,5,7,0.416666666666667,"lfa","pos","hk","NA"
"763","0",20,12,7,5,0.583333333333333,"lfa","pos","hk","NA"
"764","45",3,12,10,2,0.833333333333333,"lfa","pos","hk","NA"
"765","45",5,12,7,5,0.583333333333333,"lfa","pos","hk","NA"
"766","45",8,12,7,5,0.583333333333333,"lfa","pos","hk","NA"
"767","45",11,11,7,4,0.636363636363636,"lfa","pos","hk","NA"
"768","45",14,12,6,6,0.5,"lfa","pos","hk","NA"
"769","45",17,12,2,10,0.166666666666667,"lfa","pos","hk","NA"
"770","45",20,12,6,6,0.5,"lfa","pos","hk","NA"
"771","90",3,12,9,3,0.75,"lfa","pos","hk","NA"
"772","90",5,12,9,3,0.75,"lfa","pos","hk","NA"
"773","90",8,12,10,2,0.833333333333333,"lfa","pos","hk","NA"
"774","90",11,12,6,6,0.5,"lfa","pos","hk","NA"
"775","90",14,12,4,8,0.333333333333333,"lfa","pos","hk","NA"
"776","90",17,12,4,8,0.333333333333333,"lfa","pos","hk","NA"
"777","90",20,12,3,9,0.25,"lfa","pos","hk","NA"
"778","135",3,12,12,0,1,"lfa","pos","hk","NA"
"779","135",5,12,7,5,0.583333333333333,"lfa","pos","hk","NA"
"780","135",8,12,7,5,0.583333333333333,"lfa","pos","hk","NA"
"781","135",11,12,9,3,0.75,"lfa","pos","hk","NA"
"782","135",14,12,5,7,0.416666666666667,"lfa","pos","hk","NA"
"783","135",17,12,6,6,0.5,"lfa","pos","hk","NA"
"784","135",20,12,4,8,0.333333333333333,"lfa","pos","hk","NA"
"785","0",3,12,9,3,0.75,"lms","pos","hk","NA"
"786","0",5,12,9,3,0.75,"lms","pos","hk","NA"
"787","0",8,12,9,3,0.75,"lms","pos","hk","NA"
"788","0",11,12,8,4,0.666666666666667,"lms","pos","hk","NA"
"789","0",14,12,4,8,0.333333333333333,"lms","pos","hk","NA"
"790","0",17,12,6,6,0.5,"lms","pos","hk","NA"
"791","0",20,12,7,5,0.583333333333333,"lms","pos","hk","NA"
"792","45",3,12,11,1,0.916666666666667,"lms","pos","hk","NA"
"793","45",5,12,9,3,0.75,"lms","pos","hk","NA"
"794","45",8,12,6,6,0.5,"lms","pos","hk","NA"
"795","45",11,11,6,5,0.545454545454545,"lms","pos","hk","NA"
"796","45",14,12,2,10,0.166666666666667,"lms","pos","hk","NA"
"797","45",17,12,5,7,0.416666666666667,"lms","pos","hk","NA"
"798","45",20,12,5,7,0.416666666666667,"lms","pos","hk","NA"
"799","90",3,12,9,3,0.75,"lms","pos","hk","NA"
"800","90",5,12,11,1,0.916666666666667,"lms","pos","hk","NA"
"801","90",8,12,9,3,0.75,"lms","pos","hk","NA"
"802","90",11,12,10,2,0.833333333333333,"lms","pos","hk","NA"
"803","90",14,12,6,6,0.5,"lms","pos","hk","NA"
"804","90",17,12,6,6,0.5,"lms","pos","hk","NA"
"805","90",20,12,5,7,0.416666666666667,"lms","pos","hk","NA"
"806","135",3,12,7,5,0.583333333333333,"lms","pos","hk","NA"
"807","135",5,12,9,3,0.75,"lms","pos","hk","NA"
"808","135",8,12,7,5,0.583333333333333,"lms","pos","hk","NA"
"809","135",11,12,6,6,0.5,"lms","pos","hk","NA"
"810","135",14,12,6,6,0.5,"lms","pos","hk","NA"
"811","135",17,12,6,6,0.5,"lms","pos","hk","NA"
"812","135",20,12,4,8,0.333333333333333,"lms","pos","hk","NA"
"813","0",3,12,12,0,1,"mcm","pos","hk","NA"
"814","0",5,12,9,3,0.75,"mcm","pos","hk","NA"
"815","0",8,12,9,3,0.75,"mcm","pos","hk","NA"
"816","0",11,12,7,5,0.583333333333333,"mcm","pos","hk","NA"
